,Kelurahan,Kecamatan,Nama Starbucks,Alamat
229,Tebet Bar.,TEBET,Institut Tebet Barat ( ITB Kampus Tebet),"Alamat: Jl. Tebet Barat VIII No.45, RT.4/RW.4, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810 "
230,Tebet Bar.,TEBET,Kampus UB Jakarta,"Alamat: Jl. Dr. Saharjo No.313, RW.1, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870 "
231,Tebet Bar.,TEBET,Deny,"Alamat: Jl. Tebet Bar. Dalam VIII E No.4, RT.4/RW.5, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810 "
232,Menteng Dalam,TEBET,universitas bakrie,"Alamat: Gg. Pelita No.26, RW.2, Kuningan, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870 "
233,Menteng Dalam,TEBET,"Universitas Sahid Jakarta, Kampus Soepomo","Alamat: Jl. Prof. DR. Soepomo No.84, RT.7/RW.1, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870 "
234,Menteng Dalam,TEBET,Kampus STIE-BI Cab Tebet,"Alamat: ❒ The Royal Palace, Jl. Prof. DR. Soepomo No.178A, RT.1/RW.15, Blok A20, RT.1/RW.15, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870 "
235,Menteng Dalam,TEBET,Sekolah Tinggi Manajemen IMNI,"Alamat: Bidakara Medical Center, Jl. Jend Gatot Subroto Kav 71-73 Menteng Dalam Tebet Jakarta Selatan DKI Jakarta, RT.8/RW.8, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870 "
236,Kb. Baru,TEBET,UNIVERSITAS ISLAM ATTAHIRIYAH,"Alamat: Jl. Kp. Melayu Besar No.22 Rt. 01/03, RT.1/RW.3, Kb. Baru, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12830 "
237,Kb. Baru,TEBET,Nani,"Alamat: Jl. F No.47, RW.8, Kb. Baru, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12830 "
238,Bukit Duri,TEBET,Kampus UNIAT (Universitas Islam Attahiriyah Jakarta),"Alamat: Jl. Kp. Melayu Kecil 3 No.15, RT.5/RW.9, Bukit Duri, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12840 "
239,Bukit Duri,TEBET,Fakultas Teknik,"Alamat: Jl. Kp. Melayu Kecil 3 No.56, RT.5/RW.9, Bukit Duri, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12840 "
240,Bukit Duri,TEBET,KPLI Jakarta | Graha Assuryaniyah | UNIAT,"Alamat: No.46-47,, Indonesia, Jl. Kp. Melayu Kecil 3, RT.5/RW.9, Bukit Duri, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12840 "
241,Manggarai Sel.,TEBET,BOOSTER Class Of International,"Alamat: Jl. KH Abdullah Syafei No.15, RT.9/RW.1, Manggarai Sel., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12860 "
242,Manggarai,TEBET,Universitas Teknologi Muhammadiyah Jakarta,"Alamat: Jl. Minangkabau Barat No.60, RT.1/RW.1, Manggarai, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12650 "
243,Karet Semanggi,SETIA BUDI,Fakultas Teknik,"Alamat: Jl. Jenderal Sudirman No.51, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930 "
244,Karet Semanggi,SETIA BUDI,Universitas Kertanegara,"Alamat: Jl. Jend Gatot Subroto Kav. 23 Karet Semanggi Setiabudi Jakarta Selatan DKI Jakarta, RT.2/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930 "
245,Karet Semanggi,SETIA BUDI,Universitas Borobudur,"Alamat: Jl. Jend Sudirman Kav 47-48 Setiabudi Setiabudi Jakarta Selatan DKI Jakarta, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930 "
246,Karet Semanggi,SETIA BUDI,Universitas Katolik Indonesia Atma Jaya,"Alamat: Jl. Jend. Sudirman No.51, RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930 "
247,Karet Semanggi,SETIA BUDI,Kampus Atma Jakarta,"Alamat: Jl. Jend. Sudirman No.51, RT.5/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930 "
248,Karet Semanggi,SETIA BUDI,Universitas Pelita Harapan - Graduate Campus/ Program Pascasarjana,"Alamat: The Plaza Semanggi, Jl. Jend. Sudirman No.50, RT.1/RW.4, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930 "
249,Karet Kuningan,SETIA BUDI,Universitas Insan Cita Indonesia (UICI),"Alamat: Graha Binakarsa, 10th Floor, Jl. H. R. Rasuna Said No.Kav. C-18, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940 "
250,Karet Kuningan,SETIA BUDI,Kampus,"Alamat: Jl. H. R. Rasuna Said Kav. C22 No.24, RT.2/RW.5, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940 "
251,Karet Kuningan,SETIA BUDI,Falultas Teknik Dan Ilmu Komunikasi Universitas Bakrie Lt.36 Bakrie Tower,"Alamat: QRMM+477, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940 "
252,Karet Kuningan,SETIA BUDI,Fakultas Teknologi Informasi Perbanas Institute,"Alamat: Jl. Perbanas No.6, RT.6/RW.7, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940 "
253,Karet,SETIA BUDI,Universitas Bakrie,"Alamat: Kawasan Rasuna Epicentrum, Jl. H. R. Rasuna Said No.2, RT.2/RW.5, Karet, Kecamatan Setiabudi, Kuningan, Daerah Khusus Ibukota Jakarta 12940 "
254,Karet,SETIA BUDI,STIE PERBANAS,"Alamat: Jl. HR Rasuna Said No.5, RT.5/RW.5, Kuningan, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12920 "
255,Guntur,SETIA BUDI,Sekolah Tinggi Ilmu Manajemen Jakarta,"Alamat: Jl. Halimun 2 Guntur Setiabudi Jakarta Selatan DKI Jakarta, RT.15/RW.2, Guntur, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12910 "
256,Guntur,SETIA BUDI,Telkom University Kampus Jakarta - Kampus 2,"Alamat: Jl. Halimun Raya No.2, RT.15/RW.6, Guntur, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980 "
257,Guntur,SETIA BUDI,Intitut Teknologi Telkom Jakarta Kampus B,"Alamat: Jl. Halimun Raya No.15, RT.15/RW.6, Guntur, Setiabudi, South Jakarta City, Jakarta 12980 "
258,Mampang Prpt.,MAMPANG PRAPATAN,Universitas Paramadina,"Alamat: Jl. Gatot Subroto No.Kav. 97, RW.4, Mampang Prpt., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12790 "
259,Mampang Prpt.,MAMPANG PRAPATAN,"Drs Suprapto, MM Irjen pol purn jkt unikal","Alamat: Jl. Pd. Karya No.14, RT.10/RW.4, pele, Mampang Prpt., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720 "
260,Mampang Prpt.,MAMPANG PRAPATAN,Hubungan Internasional,"Alamat: QR5M+H6C, RT.4/RW.4, Mampang Prpt., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12790 "
261,Bangka,MAMPANG PRAPATAN,Australian College Of Education,"Alamat: Jl. Kemang Timur No.2, RT.8/RW.3, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730 "
262,Bangka,MAMPANG PRAPATAN,Dahlia House,"Alamat: 4, RT.4/RW.2, Bangka, Mampang Prapatan, South Jakarta City, Jakarta 12730 "
263,Pela Mampang,MAMPANG PRAPATAN,Sekolah Tinggi Ilmu Ushuluddin (STIU) DIROSAT ISLAMIYAH AL HIKMAH,"Alamat: Jl. Bangka IIIA No.25, RT.17/RW.3, Pela Mampang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720 "
264,Pela Mampang,MAMPANG PRAPATAN,Feztive Study In Europe,"Alamat: Jl. Bangka Raya No.3A, RT.6/RW.2, Pela Mampang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12720 "
265,Tegal Parang,MAMPANG PRAPATAN,Fakultas ISIP,"Alamat: PRXG+9WR, RT.13/RW.1, Tegal Parang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12790 "
266,Kuningan Bar.,MAMPANG PRAPATAN,"Universitas Satyagama, Menara Jamsostek","Alamat: Jl. Gatot Subroto No.38, RT.6/RW.1, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12710 "
267,Kuningan Bar.,MAMPANG PRAPATAN,bisnis school,"Alamat: QR7C+9VF, Kuningan Bar., Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta "
268,Ps. Minggu,PASAR MINGGU,Aup pasar minggu,"Alamat: Jl. Aup No.1, RW.10, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520 "
269,Ps. Minggu,PASAR MINGGU,Universitas Nasional,"Alamat: Jl. Sawo Manila No.61, RW.7, Pejaten Bar., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520 "
270,Ps. Minggu,PASAR MINGGU,Fakultas Ilmu Politik,"Alamat: Universitas Nasional, No. 61, Pejaten, Jl. Sawo Manila, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520 "
271,Ps. Minggu,PASAR MINGGU,Kampus Tayba,"Alamat: Jl. Pol Tangan VII No.59, RT.4/RW.10, Pejaten Timur, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510 "
272,Ps. Minggu,PASAR MINGGU,Teknologi Penangkapan Ikan,"Alamat: PR4P+57W, Jl. Aup, RT.1/RW.9, Jati Padang, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520 "
273,Ps. Minggu,PASAR MINGGU,Fakultas Keperawatan,"Alamat: Universitas Nasional, No. 61, Pejaten, Jl. Sawo Manila, RT.14/RW.3, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520 "
274,Ps. Minggu,PASAR MINGGU,Fakultas Hukum Universitas Nasional,"Alamat: PR9Q+JM5, RT.8/RW.2, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520 "
275,Cilandak Tim.,PASAR MINGGU,Universitas Tama Jagakarsa,"Alamat: Jl. TB Simatupang No.121, RT.2/RW.5, Cilandak Tim., Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560 "
276,Cilandak Tim.,PASAR MINGGU,Kampus IPDN Blok C 23,"Alamat: Jl. Ampera Raya No.3, RW.6, Cilandak Tim., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560 "
277,Cilandak Tim.,PASAR MINGGU,Absen,"Alamat: Jl. Admin 1 No.11 P, RT.1/RW.4, Cilandak Tim., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12560 "
278,Ragunan,PASAR MINGGU,Universitas Siber Asia (UNSIA),"Alamat: Jl. Harsono RM No.1 RT09/04, RT.9/RW.4, Ragunan, Pasar Minggu, South Jakarta City, Jakarta 12550 "
279,Ragunan,PASAR MINGGU,STIKes Tarumanagara,"Alamat: Jl. Raya Cilandak KKO No.48, RT.1/RW.5, Ragunan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12550 "
280,Pejaten Bar.,PASAR MINGGU,Universitas Mercu Buana Pejaten,"Alamat: PRCH+XPF, Jakarta Selatan, RT.1/RW.7, Pejaten Bar., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510 "
281,Pejaten Bar.,PASAR MINGGU,Universitas Nasional,"Alamat: Jl. Sawo Manila No.61, RW.7, Pejaten Bar., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520 "
282,Pejaten Bar.,PASAR MINGGU,Kelas Karyawan Universitas Mercu Buana - Warung Buncit,"Alamat: Jl. Buncit Raya No.98, RT.1/RW.7, Pejaten Bar., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510 "
283,Pejaten Bar.,PASAR MINGGU,Kansel,"Alamat: Jl. Attahiriyah No.7E, RT.13/RW.3, Pejaten Bar., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510 "
284,Kebagusan,PASAR MINGGU,Sekolah Tinggi Ilmu Pemerintahan (Stip An),"Alamat: Jl. Kebagusan III No.45A, RT.1/RW.5, Kebagusan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520 "
285,Kebagusan,PASAR MINGGU,kampus ipb,"Alamat: Jl. Kebagusan III No.2, RT.2/RW.5, Kebagusan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520 "
286,Kebagusan,PASAR MINGGU,Akademi Akuntansi Syafa'at Indonesia (AASI),"Alamat: Jl. Kebagusan Dalam 1 No.4, RT.7/RW.4, Kebagusan, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520 "
287,Kby. Lama Utara,KEBAYORAN LAMA,STIE Bisnis Indonesia,"Alamat: QQ4J+4RC, Haji Maisin Jalan Ciledug Raya, RT.4/RW.4, Kby. Lama Utara, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12260 "
288,Kby. Lama Utara,KEBAYORAN LAMA,PojokHitamDiskusi16 Kampus USNI,"Alamat: Jl. Arteri Pd. Indah No.11, RT.4/RW.2, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240 "
289,Kby. Lama Utara,KEBAYORAN LAMA,Universitas Satya Negara Indonesia - Fakultas Teknik Jur. Teknik Lingkungan,"Alamat: Arteri Pd. Indah, Jalan No.11 Kebayoran Lama, Jl. Nasional 12, RT.4/RW.2, Kby. Lama Utara, Kec. Kby. Lama, DKI Jakarta, Daerah Khusus Ibukota Jakarta 12240 "
290,Kby. Lama Utara,KEBAYORAN LAMA,FAKULTAS TEKNIK USNI,"Alamat: QQ5M+5GW, RT.4/RW.2, Kby. Lama Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12240 "
291,Pd. Pinang,KEBAYORAN LAMA,FAKULTAS TEKNIK,"Alamat: PQQG+G6H, Jl. Ciputat Raya, RT.1/RW.2, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310 "
292,Pd. Pinang,KEBAYORAN LAMA,Sekolah Tinggi Ilmu Ekonomi Gotong Royong,"Alamat: Jl. Ciputat Raya No.11, RT.7/RW.6, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310 "
293,Pd. Pinang,KEBAYORAN LAMA,Lembaga Sertifikasi Kompetensi,"Alamat: Jl. Ciputat Raya No.40, RT.1/RW.7, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310 "
294,Pd. Pinang,KEBAYORAN LAMA,Universitas Satya Negara Indonesia,"Alamat: Jl. Arteri Pd. Indah No.1, RT.1/RW.16, Pd. Pinang, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310 "
295,Pd. Pinang,KEBAYORAN LAMA,APIKES Bhumi Husada,"Alamat: Gedung Buana, Jl. Ciputat Raya No.2, RT.2/RW.8, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12310 "
296,Cipulir,KEBAYORAN LAMA,Sekolah Tinggi Manajemen Yaksi,"Alamat: Jl. Ciledug Raya No.77, RT.8/RW.11, Cipulir, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230 "
297,Cipulir,KEBAYORAN LAMA,Universitas Nusa Mandiri Kampus Ciledug,"Alamat: 13 Jalan Ciledug Raya No.168 Ulujami, RT.8/RW.4, Cipulir, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12250 "
298,Cipulir,KEBAYORAN LAMA,KMP. TEMI,"Alamat: Jl. Laut Seram No.12, RW.11, Cipulir, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230 "
299,Cipulir,KEBAYORAN LAMA,Politeknik Kartini Jakarta,"Alamat: Jl. Ciledug Raya No.94-96, RT.9/RW.6, Cipulir, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230 "
300,Grogol Utara,KEBAYORAN LAMA,Universitas Permata Bangsa,"Alamat: Jl. Raya Kebayoran Lama No.101, RT.2/RW.1, Grogol Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210 "
301,Grogol Utara,KEBAYORAN LAMA,Kampus Widuri Jakarta,"Alamat: 3, Jl. Palmerah Barat No.353, RT.3/RW.5, Grogol Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 11480 "
302,Grogol Utara,KEBAYORAN LAMA,Stmik,"Alamat: Jl. Palmerah Barat No.3, RT.3/RW.14, Grogol Utara, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 11480 "
303,Grogol Sel.,KEBAYORAN LAMA,Akademi Bina Sarana Informatika Kampus A1,"Alamat: Jl. Raya Kby. Lama No.55, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220 "
304,Grogol Sel.,KEBAYORAN LAMA,Universitas Permata Bangsa,"Alamat: Jl. Raya Kby. Lama No.55, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220 "
305,Grogol Sel.,KEBAYORAN LAMA,Rektorat Universitas Pertamina,"Alamat: QQCQ+MQ2, RT.7/RW.8, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220 "
306,Grogol Sel.,KEBAYORAN LAMA,"Musholla Kampus Annuaimy Lantai 2, Kampus Annuaimy Kebayoran Lama 12220","Alamat: Jl. Seha II No.1, RT.1/RW.10, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220 "
307,Grogol Sel.,KEBAYORAN LAMA,Lab.Perminyakan Pertamina University,"Alamat: 7, RT.8/RW.8, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220 "
308,Grogol Sel.,KEBAYORAN LAMA,Gedung GOR 1 Universitas Pertamina,"Alamat: QQCQ+XG9, RT.7/RW.8, Grogol Sel., Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220 "
309,Cilandak Bar.,CILANDAK,"Universitas Prasetiya Mulya, Kampus Cilandak","Alamat: Jl. R.A. Kartini, RT.14/RW.6, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430 "
310,Cilandak Bar.,CILANDAK,Keuangan,"Alamat: PQ5Q+FFV, RT.14/RW.6, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430 "
311,Cilandak Bar.,CILANDAK,STIE Unisadhuguna (UBS Business School) - Gedung B,"Alamat: Jl. H. Batong Raya No.6, RW.6, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430 "
312,Lb. Bulus,CILANDAK,Universitas PTIQ Jakarta,"Alamat: Jl. Batan No.I, RT.2/RW.2, Lb. Bulus, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12440 "
313,Pd. Labu,CILANDAK,"Universitas Pembangunan Nasional ""Veteran"" Jakarta","Alamat: MQMV+P94, Jalan RS. Fatmawati Raya, Pd. Labu, Kec. Cilandak, Kota Depok, Jawa Barat 12450 "
314,Pd. Labu,CILANDAK,Kampus Lebak Bulus Prodi Ners,"Alamat: Jl. Lb. Bulus III No.1, RT.9/RW.7, Pd. Labu, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12450 "
315,Pd. Labu,CILANDAK,Politeknik Kesehatan Jakarta 1,"Alamat: Jl. Taman Wijaya Kusuma I No.51, RT.8/RW.4, Pd. Labu, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12450 "
316,Pd. Labu,CILANDAK,Universitas Bina Sarana Informatika Kampus Fatmawati (UBSI Fatmawati),"Alamat: Jl. RS. Fatmawati Raya No.24, RT.7/RW.1, Pd. Labu, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12450 "
317,Pd. Labu,CILANDAK,Saung gibah,"Alamat: Hanya untuk Motor No.26, RT.5/RW.9, Pd. Labu, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12450 "
318,Cipete Sel.,CILANDAK,Sekolah Tinggi Manajemen Informatika & Komputer (STMIK) Swadharma Jakarta,"Alamat: JL RS. Fatmawati, No. D3 115, Cilandak Barat, RT.6/RW.5, Cipete Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430 "
319,Melawai,KEBAYORAN BARU,Politeknik LP3I Jakarta Kampus Blok M,"Alamat: Jl. Palatehan No.2, RT.2/RW.1, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160 "
320,Melawai,KEBAYORAN BARU,Gedung Perkuliahan STIK,"Alamat: Jl. Tirtayasa Raya No.6, RT.9/RW.4, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160 "
321,Melawai,KEBAYORAN BARU,Komputerisasi Akuntan Politeknik LP3I,"Alamat: Jl. Falatehan I No.1B, RT.2/RW.1, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160 "
322,Melawai,KEBAYORAN BARU,Perguruan Tinggi Ilmu Kepolisian Asrama Mahasiswa Dan Staf,"Alamat: QR34+MWJ, RT.2/RW.4, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160 "
323,Melawai,KEBAYORAN BARU,Fakultas komputerisasi Akuntasi,"Alamat: Jl. Falatehan Raya No. 2 Kebayoran Baru, RT.3/RW.1, Melawai, Jakarta Selatan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160 "
324,Melawai,KEBAYORAN BARU,Sekolah Tinggi Teknologi Informatika & Komputer Meridian,"Alamat: Jl. Melawai Raya No.8 C, RT.3/RW.1, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160 "
325,Gunung,KEBAYORAN BARU,STIE Bisnis Indonesia,"Alamat: Jl. Hang Lekiu II No.8, RT.8/RW.4, Gunung, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12120 "
326,Gunung,KEBAYORAN BARU,Institut Pandya Astagina,"Alamat: KMO Building, Jl. Kyai Maja No.1, Gunung, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12120 "
327,Gunung,KEBAYORAN BARU,SEKRETARIAT BEM POLTEKKES KEMENKES JAKARTA II,"Alamat: 6, Jl. Hang Jebat No.21, RT.5/RW.8, Gunung, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12120 "
328,Gunung,KEBAYORAN BARU,Poltekkes jakarta II Jur. Teknik Rontgen dan Radiografi (TRO),"Alamat: QQ6V+CM7, Jl. Hang Jebat III Blok F III, Gunung, Kebayoran Baru, RT.4/RW.8, Gunung, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12120 "
329,Gunung,KEBAYORAN BARU,Politeknik Kesehatan Kemenkes Jakarta II,"Alamat: Jl. Hang Jebat III No.4, RT.4/RW.8, Gunung, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12120 "
330,Kramat Pela,KEBAYORAN BARU,UHAMKA GANDARIA,"Alamat: Jl. Gandaria IV No.24, RT.7/RW.1, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130 "
331,Kramat Pela,KEBAYORAN BARU,Universitas Muhammadiyah Prof. Dr. HAMKA,"Alamat: Jl. Limau II No.2, RT.3/RW.3, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130 "
332,Kramat Pela,KEBAYORAN BARU,Fakultas Keguruan dan Ilmu Pendidikan,"Alamat: RT.7/RW.1, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130 "
333,Kramat Pela,KEBAYORAN BARU,Kampus Uhamka Pasca Sarjana,"Alamat: Jl. Limau II No.5, RT.3/RW.3, Kramat Pela, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12130 "
334,Kramat Pela,KEBAYORAN BARU,PENDIDKAN BAHASA ARAB FAI UHAMKA,"Alamat: 3, RT.3/RW.3, Kramat Pela, Kebayoran Baru, South Jakarta City, Jakarta 12130 "
335,Selong,KEBAYORAN BARU,Bhayangkara Universitas,"Alamat: Jl. Kertanegara No.36, RT.6/RW.1, Selong, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12110 "
336,Rw. Bar.,KEBAYORAN BARU,BSI,"Alamat: Jl. Wolter Monginsidi No.105, RT.6/RW.6, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12170 "
337,Rw. Bar.,KEBAYORAN BARU,Daniel Academy,"Alamat: Tendean Square, Jl. Wolter Monginsidi No.127a, RT.16/RW.2, Rw. Bar., Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12180 "
